微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id,情感倾向
5172817805970046,Puyk4p354,少年将明,2025-06-01 20:02:14,桃黑黑就是这样旺我…… ,0,0,0,中国,浙江,金华,年轻的老神仙/烧鸭饭宇宙推广大使/intp-A/流浪诗人/未知生物/吃饭专家,1822,23,女,https://weibo.com/u/2712731032,https://m.weibo.cn/detail/Puyk4p354,Puyk4p354,0.5890930812667777
5172813778653067,PuydzAj3B,我不在家atktv,2025-06-01 19:46:14,“海尔兄弟？！”谈笑间把自己签到88了桃黑黑 我不在家atktv的微博视频 ,0,1,0,中国,四川,泸州,在水面下,93,2,女,https://weibo.com/u/7926947807,https://m.weibo.cn/detail/PuydzAj3B,PuydzAj3B,0.011732463304252594
5172812513021291,PuybxcFYv,小劉小劉-暴躁一流,2025-06-01 19:41:12,离开了桃黑黑谁还能逗我笑啊桃黑黑 小劉小劉-暴躁一流的微博视频 ,0,0,0,中国,广东,,完蛋人生完蛋过【💙一盒崽💙】,439,215,女,https://weibo.com/u/2252477614,https://m.weibo.cn/detail/PuybxcFYv,PuybxcFYv,0.27036399139882106
5172812278404285,Puyb9zgkZ,拜托我没问你呢,2025-06-01 19:40:16,桃黑黑让我入坑玩橙光现在一发不可收拾 ,0,0,0,中国,香港,,｜lgbt｜拜托我没问你呢,1310,5470,女,https://weibo.com/u/6511286493,https://m.weibo.cn/detail/Puyb9zgkZ,Puyb9zgkZ,0.06786147375730511
5172810067739416,Puy7Awtni,Hiuuu_1,2025-06-01 19:31:28,桃黑黑 和女主重名了谁懂呢 ,0,0,1,中国,内蒙古,乌兰察布,“𝐋𝐢𝐛𝐞𝐫𝐭é”,177,15,女,https://weibo.com/u/7761542367,https://m.weibo.cn/detail/Puy7Awtni,Puy7Awtni,0.9704424202986224
5172809827353775,Puy7cuR3h,小旻愿,2025-06-01 19:30:32,小时候玩没钱买，长大了后被销冠桃黑黑带头跟着买 ,0,8,3,中国,黑龙江,齐齐哈尔,我不是gay,269,215,女,https://weibo.com/u/6594000981,https://m.weibo.cn/detail/Puy7cuR3h,Puy7cuR3h,0.30114781781135813
5172808252395931,Puy4Fa3i3,助演女優征,2025-06-01 19:24:16,桃黑黑你更新的跟猪一样慢 ,0,0,0,中国,浙江,湖州,库洛米大人…,1401,358,女,https://weibo.com/u/6423000275,https://m.weibo.cn/detail/Puy4Fa3i3,Puy4Fa3i3,0.5463438359640079
5172808114243687,Puy4rhNYz,修勾乐园,2025-06-01 19:23:43,桃黑黑真是打广奇才 看完他的青草味脉动广子本来觉得很雷人的现在真有点想买来尝尝了 ,0,0,1,中国,上海,上海,别看我了 过得挺好的,1489,3141,女,https://weibo.com/u/3805725428,https://m.weibo.cn/detail/Puy4rhNYz,Puy4rhNYz,0.9469377802936506
5172807344325243,Puy3ci9bZ,幸運栗餅,2025-06-01 19:20:40,坏了后面这段我也没看懂，奴奴咋自己明白了也不给我们多解释两句，我现在心情就是桃黑黑那句“不能自己思考嘞！我是个笨蛋，我是个蠢猪啊我是！我这脑子我还没数吗？我自己我根本想不明白这么多！就是个低智商的人了…” ,0,1,1,中国,江苏,苏州,🥠 口才一流  废话百出  代表作《陈情令》,768,565,男,https://weibo.com/u/6548408217,https://m.weibo.cn/detail/Puy3ci9bZ,Puy3ci9bZ,0.7181523572359483
5172806866179720,Puy2qpVCU,五分钟太远_只好不回去_和你待着,2025-06-01 19:18:46,看完桃黑黑玩橙光游戏玩星露谷，现在现实生活一干什么脑子里就冒出来（好感＋2） ,0,0,0,中国,浙江,杭州,Get out!,133,5,女,https://weibo.com/u/7968123591,https://m.weibo.cn/detail/Puy2qpVCU,Puy2qpVCU,0.8777469400999792
5172805358325013,PuxZZyVIp,困酵,2025-06-01 19:12:46,一忍再忍还是把桃黑黑最新一期看了 不敢想象剩下一个星期怎么等待... 等待♫~ ,0,0,1,中国,江苏,,你傍晚路边看到的那只小猫是我，我做小猫的时候不能讲话,601,212,女,https://weibo.com/u/6025409511,https://m.weibo.cn/detail/PuxZZyVIp,PuxZZyVIp,0.0014048311205769881
5172804871522042,PuxZd6nX4,明光院四神,2025-06-01 19:10:50,我真受不了了桃黑黑甚至玩礼拜四的梗笑疯了 ,0,0,1,中国,上海,上海,我们特摄批怎么你了/我们月批怎么你了,1342,3543,女,https://weibo.com/u/3288843224,https://m.weibo.cn/detail/PuxZd6nX4,PuxZd6nX4,0.4705543831541168
5172803781528298,PuxXs6pzY,心事本_gjh,2025-06-01 19:06:30,桃黑黑就是最好的胖宝宝 我爱桃黑黑 ,0,0,0,中国,四川,成都,我的日记本、,1323,104,女,https://weibo.com/u/7497399301,https://m.weibo.cn/detail/PuxXs6pzY,PuxXs6pzY,0.4628118651147186
5172800945131986,PuxSSlx3Y,番茄麻辣烫_,2025-06-01 18:55:14,桃黑黑玩植物大战僵尸怎么也这么搞笑 ,0,1,0,中国,河北,承德,人生不要东张西望 🫧  ⌯⦁⩊⦁⌯ಣ  ｜  entreat 新建文件夹 进击的巨人,1158,488,女,https://weibo.com/u/5163891538,https://m.weibo.cn/detail/PuxSSlx3Y,PuxSSlx3Y,0.9489472573872382
5172800533823850,PuxSdg2L0,莲花郎面厨,2025-06-01 18:53:35,恋老癖不要岁月史书，桃黑黑播并娱之前你们自己说躺平任嘲开玩笑的语气说坤叔又要被骂了，结果路人和女主粉真骂了你们又要急 ,0,0,1,中国,上海,上海,就以血肉之躯去满足知觉,26,23,女,https://weibo.com/u/7968751308,https://m.weibo.cn/detail/PuxSdg2L0,PuxSdg2L0,0.9997941260080487
5172798395254022,PuxOLm2Oi,A-ntem,2025-06-01 18:45:06,桃黑黑咋一周就播一次那我吃饭的时候看啥呀 ,0,4,3,中国,江西,南昌,小兔基地,1513,1237,女,https://weibo.com/u/7508764369,https://m.weibo.cn/detail/PuxOLm2Oi,PuxOLm2Oi,0.8462009968613411
5172797945158591,PuxO2lDZ5,几大碗a,2025-06-01 18:43:19,睡到好属，做了梦，感觉马上要忘了。梦见我在宿舍，但我不是我，而是这个第三人的视角，在床上把玩气球，做人生无意义三十问，她说这三十问形容的就是桃黑黑啊。其他忘记了啊啊啊，记得还有一个很有梗的情节来着。梦见我、爸妈和亲戚们一起去香港了。梦见我爸很不解风情，不懂得安慰调解我妈的情绪。 ...全文,0,1,0,中国,广东,广州,,0,1,女,https://weibo.com/u/6896165643,https://m.weibo.cn/detail/PuxO2lDZ5,PuxO2lDZ5,0.999998872482423
5172797190963952,PuxMP42LC,黑糖冰美式双拼加香菜,2025-06-01 18:40:19,看多了桃黑黑录屏 看其他up都觉得其他up普通话怎么这么标准？ ,0,0,0,中国,广东,中山,移除粉丝真的是希望不要关注我🙏🏻被拉黑了就是你犯贱^ ^,996,23,女,https://weibo.com/u/5409658375,https://m.weibo.cn/detail/PuxMP42LC,PuxMP42LC,0.8069219104729649
5172793062722187,PuxGabqaf,赶路旅人,2025-06-01 18:23:55,桃黑黑不管说什么我都想笑，没救了 ,0,1,0,中国,江苏,苏州,悠悠天地内，不死会相逢,668,1382,女,https://weibo.com/u/2134921131,https://m.weibo.cn/detail/PuxGabqaf,PuxGabqaf,0.2813979897919463
5172789716717014,PuxALsboW,圣水洞也有兔子能量吗,2025-06-01 18:10:37,所以谁来给桃黑黑道歉呢 ,0,0,2,中国,上海,上海,只有一个心肝,1116,154,女,https://weibo.com/u/6307947502,https://m.weibo.cn/detail/PuxALsboW,PuxALsboW,0.16145904930642596
5172788694092536,Puxz7haEE,懒羊羊吃吃吃吃吃土豆,2025-06-01 18:06:33,get了最朴实的桃黑黑同款 ,1,1,0,中国,安徽,合肥,infj……（abo/LGBTQ/gay/操,228,34,女,https://weibo.com/u/6986544288,https://m.weibo.cn/detail/Puxz7haEE,Puxz7haEE,0.9962236410867555
5172787012176209,Puxwp9889,iiiiiiSuNshInEiiiiii,2025-06-01 17:59:52,桃黑黑的直播真的好有意思，天生互联网圣体 ,0,0,0,中国,湖北,宜昌,,247,2,女,https://weibo.com/u/7962374097,https://m.weibo.cn/detail/Puxwp9889,Puxwp9889,0.9693902599339116
5172784865215531,PuxsWlSNt,精神焕发嘟嘟嘟圆小o,2025-06-01 17:51:20,一到期末就桃黑黑看看看看到厌倦 ,0,0,0,中国,江苏,镇江,🏳️‍🌈镇魂,704,12,女,https://weibo.com/u/7766502231,https://m.weibo.cn/detail/PuxsWlSNt,PuxsWlSNt,0.4250451023693318
5172782037470168,PuxonvlkA,极品异性恋,2025-06-01 17:40:06,没想到大家觉得桃黑黑是家庭托举…有很好的家庭才这么成功… 完全不是啊，他的性格和成功可以说和家庭相关性非常少了，而且他也不是那种跟普通人多么有距离的家庭吧……看他羡慕原生家庭可以理解，但绝对不是什么“优渥家庭才能养出这样的人” ,0,1,1,中国,山西,大同,本人于2025年2月3日刮花蔡司眼镜片一片，至今未更换，故上网老眼昏花看不懂中文错别字频发，众筹换镜片中。,57,28,男,https://weibo.com/u/7211361166,https://m.weibo.cn/detail/PuxonvlkA,PuxonvlkA,0.9999972093398546
5172781719226710,PuxnRCIhU,薯片小姐洛洛大方,2025-06-01 17:38:50,桃黑黑 一眼桃黑黑 ,0,0,5,中国,湖北,宜昌,哟嘿哟黑,1220,125,女,https://weibo.com/u/5233948457,https://m.weibo.cn/detail/PuxnRCIhU,PuxnRCIhU,0.8397183989034588
5172780718886269,PuxmfBhIV,kiririk,2025-06-01 17:34:52,桃黑黑太有意思了 ,0,1,0,中国,广西,百色,,62,11,女,https://weibo.com/u/5565991047,https://m.weibo.cn/detail/PuxmfBhIV,PuxmfBhIV,0.9329656439834197
