id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
5016815186744760,O73rgsiCs,7370179887,蛰伏伏呀,冰冰新图，可爱瞬间，无水印，九宫格王冰冰超话,,,,,0,1,14,2024-03-28 08:23,王冰冰超话,"['https://wx1.sinaimg.cn/large/0082Mwt9ly1ho6edhffenj30j60pkn5v.jpg', 'https://wx1.sinaimg.cn/large/0082Mwt9ly1ho6edhey9sj30j60pkgtt.jpg', 'https://wx2.sinaimg.cn/large/0082Mwt9ly1ho6edhfc9xj30j60pkqaj.jpg', 'https://wx2.sinaimg.cn/large/0082Mwt9ly1ho6edhetalj30j60pkgtq.jpg', 'https://wx1.sinaimg.cn/large/0082Mwt9ly1ho6edhewqdj30j60pkai3.jpg', 'https://wx3.sinaimg.cn/large/0082Mwt9ly1ho6edhes70j30j60pkjyc.jpg', 'https://wx3.sinaimg.cn/large/0082Mwt9ly1ho6edhg267j30j60pkwnn.jpg', 'https://wx3.sinaimg.cn/large/0082Mwt9ly1ho6edhhyhqj30j60pk124.jpg', 'https://wx1.sinaimg.cn/large/0082Mwt9ly1ho6edhg6lpj30j60pkqcv.jpg']",,,山东
5016808605615876,O73gEnyWE,5231618883,大杯冰汽水去糖加盐,王冰冰超话大家早安~比起永远希望我们更喜欢每个今天✌🏻,,,,,0,4,17,2024-03-28 07:57,王冰冰超话,"['https://wx4.sinaimg.cn/large/005I3l3Jgy1ho6dl10ltcj32802yohdu.jpg', 'https://wx2.sinaimg.cn/large/005I3l3Jgy1ho6dl2ypfwj31hc1z4x6p.jpg', 'https://wx2.sinaimg.cn/large/005I3l3Jgy1ho6dk5p8bpj31z62mwnpe.jpg', 'https://wx2.sinaimg.cn/large/005I3l3Jgy1ho6dkmv476j32c03401kz.jpg', 'https://wx3.sinaimg.cn/large/005I3l3Jgy1ho6dk2u151j323w2t6b2a.jpg', 'https://wx1.sinaimg.cn/large/005I3l3Jgy1ho6dkvun1fj326c2wgqv6.jpg']",,,浙江
5016780596576656,O72xtrAT6,7740164197,无聊迷茫1516,王冰冰超话。,,,,,1,5,2,2024-03-28 06:06,王冰冰超话,,,,内蒙古
5016690109448822,O70bwDE4m,7810485324,欧阳十万伏特,一天不看王冰冰就活不下去,,,,,0,0,1,2024-03-28 00:06,OPPO A1 Pro 5G,"['https://wx1.sinaimg.cn/large/008wA01Kgy1ho5zztdycrj30mp0oo3zx.jpg', 'https://wx2.sinaimg.cn/large/008wA01Kgy1ho5zzu8565j30qo0zktga.jpg', 'https://wx2.sinaimg.cn/large/008wA01Kgy1ho600gggujj30qo0zk7ak.jpg']",,,福建
5016688971485694,O709H6euO,6868760303,吃花椒的胖头冰,王冰冰超话好久没抢第一了时隔多日的冠军,,,,,0,8,12,2024-03-28 00:01,王冰冰超话,"['https://wx2.sinaimg.cn/large/007uQCkvgy1ho5zuu1nrxj30z025sdqg.jpg', 'https://wx2.sinaimg.cn/large/007uQCkvgy1ho5zuujxr9j32yo1o0kah.jpg']",,,广东
5016585981660132,O6XtA6XSk,2262784997,狂侃数码,#央视AI版周处除三害#啊这，央视频是真的吗？开头这是撒贝宁和王冰冰吧？,,,,央视AI版周处除三害,6,14,43,2024-03-27 17:12,微博网页版,"['https://wx3.sinaimg.cn/large/86df5be5gy1ho5o0b6boyj213c0l6wyh.jpg', 'https://wx4.sinaimg.cn/large/86df5be5gy1ho5o0i8qydj20zi0lmdvw.jpg', 'https://wx4.sinaimg.cn/large/86df5be5gy1ho5o1km68oj21fo0lwnmo.jpg']",,,上海
5016583879787433,O6XqbF49P,7783311436,在弹吉他的猫,#央视AI版周处除三害#这脸不是王冰冰和撒贝宁么,,,,央视AI版周处除三害,0,1,6,2024-03-27 17:04,冬天的第一场雪,,,,广东
5016543014948247,O6WmhkLgr,7370179887,蛰伏伏呀,感谢修图，拿走收藏了@哎哟哥哥在三年二班王冰冰超话,,,哎哟哥哥在三年二班,,1,0,11,2024-03-27 14:22,王冰冰超话,"['https://wx3.sinaimg.cn/large/0082Mwt9ly1ho5j3izvkij30j60cvju9.jpg', 'https://wx1.sinaimg.cn/large/0082Mwt9ly1ho5j3iz1hsj30j60amtao.jpg', 'https://wx2.sinaimg.cn/large/0082Mwt9ly1ho5j3iz67jj30j60as0ui.jpg', 'https://wx1.sinaimg.cn/large/0082Mwt9ly1ho5j3iznepj30j60asdi0.jpg', 'https://wx4.sinaimg.cn/large/0082Mwt9ly1ho5j3izg6vj30j60as76h.jpg', 'https://wx1.sinaimg.cn/large/0082Mwt9ly1ho5j3jo6a5j30j60asjto.jpg', 'https://wx3.sinaimg.cn/large/0082Mwt9ly1ho5j3izk0qj30j60as76k.jpg', 'https://wx4.sinaimg.cn/large/0082Mwt9ly1ho5j3izpeyj30j60astb4.jpg', 'https://wx3.sinaimg.cn/large/0082Mwt9ly1ho5j3izgb8j30j60asjts.jpg']",,,山东
5016529383457805,O6W0ievx3,7315838134,阿楠要进步,#阿楠的dailydiary#盘点一下这些年我被人说过的长得像xxx王冰冰谭松韵裴露娜战鹰陈妍希还有两个网红没记住叫啥以及各种花式撞脸,,,,阿楠的daily diary,0,2,1,2024-03-27 13:27,iPhone客户端,,,,黑龙江
5016497732454958,O6VbfaiE6,2198935377,别梦依稀笑逝川,这些传统媒体的视频语言真的要革新了，记者一个大头处在镜头前面，一堆套话，节奏慢，信息量低，你是王冰冰还能赏心悦目，但目的是展示产品啊。在电视台时代，这么弄可以理解，因为观众不会转台。在短视频时代，5秒钟不进入正题，直接就被人关了。我看很多央媒，传统媒体，都有这个毛病，这些人真要多刷刷抖音，更新自己对网络短视频的节奏感。L21世纪经济报道的微博视频,,,,,11,30,155,2024-03-27 11:22,微博视频号,,"http://f.video.weibocdn.com/u0/DGy0Q0Sfgx08dzaJ8PtS01041201gMqK0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198061&ssig=WjSEQtU66%2B&KID=unistore,video",,四川
5016471954260902,O6UvFhSse,7786943672,李安9506,王冰冰超话冰冰，我出息了，看到雪山了,,玉树,,,0,7,14,2024-03-27 09:39,王冰冰超话,['https://wx4.sinaimg.cn/large/008uZdLGly1ho5axxjmnij33342bcx6p.jpg'],,,青海
5016447979621906,O6TSZEn62,3603978335,GD球圈看戏的,王冰冰超话冰冰真的好适合古风，氛围感一下就出来了#古风#LGD鹿小康的微博视频,,,,古风,1,10,14,2024-03-27 08:04,王冰冰超话,,"http://f.video.weibocdn.com/u0/EwPTUExqgx08dBxZUWu4010412006V1l0E010.mp4?label=mp4_720p&template=720x1410.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198061&ssig=iai9If1TQT&KID=unistore,video",,广东
5016438383838077,O6TDwg6st,5678717194,雨落小巷sky,王冰冰超话成熟的冰要学会独立，早安～,,,,,0,5,11,2024-03-27 07:26,王冰冰超话,['https://wx3.sinaimg.cn/large/006cjjKOly1ho573oy9utj31be1z3txc.jpg'],,,山东
5016369579688314,O6RQxEEn8,5615384838,YZLinShanghai-,王冰冰超话氵,,,,,0,7,0,2024-03-27 02:52,王冰冰超话,,,,上海
5016350953834275,O6Rmvg5t9,6085757633,精选护肤知识,#王冰冰#这种娃娃脸好显老啊同款娃娃脸，30+了肉兜不住,,,,王冰冰,0,1,0,2024-03-27 01:38,微博网页版,"['https://wx1.sinaimg.cn/large/006DRdzbly8ho4x27zz2pj30u015ftbj.jpg', 'https://wx2.sinaimg.cn/large/006DRdzbly8ho4x283upcj30u010z76g.jpg']",,,吉林
5015964284880943,O6HiQktKT,6594068686,飞跃外太空的天才小麻瓜,王冰冰超话今天没卡好点,,,,,1,6,6,2024-03-26 00:02,王冰冰超话,['https://wx2.sinaimg.cn/large/007cg2uyly1ho3onigtgmj31ac1uchdt.jpg'],,,山东
5025380794634016,OaEgLjrwc,5553636865,琪琪2021520,王冰冰超话晚安大家，晚安冰冰,,,,,0,8,17,2024-04-20 23:40,王冰冰超话,['https://wx2.sinaimg.cn/large/0063QuE9ly1hoxq4fmj6sj31o02yoe12.jpg'],,,山西
5025377561348329,OaEby5ELf,6599382770,哎布白克雷74375,王冰冰超话明天5000米选拔，好慌,,,,,0,5,0,2024-04-20 23:27,王冰冰超话,,,,辽宁
5025371818559549,OaE2hzUJf,7756518066,冰糖葫芦妹咬下来,王冰冰超话嗯……今天想不出来说什么废话了，直接晚安，大家晚安,,,,,0,19,39,2024-04-20 23:04,王冰冰超话,['https://wx2.sinaimg.cn/large/008sVyG6gy1hoxp2nvjpqj31061o0h3n.jpg'],,,广东
5025363728795634,OaDPeAU94,7497810681,吃花椒的喵酱儿,王冰冰超话我跟冰冰都是istj诶,,,,,0,5,11,2024-04-20 22:32,王冰冰超话,['https://wx3.sinaimg.cn/large/008bq34lgy1hoxo5t5oo5j30u01hbnb3.jpg'],,,湖南
5025359355448103,OaDIbmRiD,5231618883,大杯冰汽水去糖加盐,王冰冰超话大家晚好冰冰终于学会发视频了那么我宣布奶凶的冰宝最可爱不笑的冰宝yyds不接受任何反驳,,,,,0,27,55,2024-04-20 22:15,王冰冰超话,"['https://wx3.sinaimg.cn/large/005I3l3Jgy1hoxngk8zllj30w01kwtii.jpg', 'https://wx4.sinaimg.cn/large/005I3l3Jgy1hoxngkt5s4j30w01kwqef.jpg', 'https://wx2.sinaimg.cn/large/005I3l3Jgy1hoxnglf32kj30w01kwqc7.jpg']",,,浙江
5025358871269360,OaDHp5kdy,5420376009,羽星幻,王冰冰超话冰冰小🍠视频截修算了还是换掉吧,,,,,29,67,475,2024-04-20 22:13,王冰冰超话,"['https://wx1.sinaimg.cn/large/005UPlpvgy1hoxnlnc3cbj31o02yohbj.jpg', 'https://wx2.sinaimg.cn/large/005UPlpvgy1hoxnlo7bxsj31o02yowza.jpg', 'https://wx4.sinaimg.cn/large/005UPlpvgy1hoxnloxpm6j31o02yo7o0.jpg', 'https://wx2.sinaimg.cn/large/005UPlpvgy1hoxnlpk962j31o02yo7pa.jpg', 'https://wx1.sinaimg.cn/large/005UPlpvgy1hoxnls6hubj31o02yong9.jpg', 'https://wx3.sinaimg.cn/large/005UPlpvgy1hoxnlspih7j31o02yonh9.jpg', 'https://wx4.sinaimg.cn/large/005UPlpvgy1hoxnltd36oj31o02yo7o4.jpg', 'https://wx3.sinaimg.cn/large/005UPlpvgy1hoxoefb3x4j32i41eo7pb.jpg', 'https://wx4.sinaimg.cn/large/005UPlpvgy1hoxoeg7feoj32io1ew1kx.jpg']",,,广东
5025353015756598,OaDxXo9ym,6976182920,_小張乏了,“记得运动！”#王冰冰#王冰冰超话,,,,王冰冰,1,7,16,2024-04-20 21:49,王冰冰超话,"['https://wx1.sinaimg.cn/large/007C7lRmly1hoxmxa493qj33ua25sb29.jpg', 'https://wx3.sinaimg.cn/large/007C7lRmly1hoxmxblbj8j33y8280b29.jpg', 'https://wx4.sinaimg.cn/large/007C7lRmly1hoxmxd45tej33y8280e81.jpg', 'https://wx3.sinaimg.cn/large/007C7lRmly1hoxmxeqsmfj33r62417wh.jpg', 'https://wx4.sinaimg.cn/large/007C7lRmly1hoxmx8nc7nj30u02m9x0d.jpg', 'https://wx3.sinaimg.cn/large/007C7lRmly1hoxmxgbrouj33vm26jhdt.jpg', 'https://wx2.sinaimg.cn/large/007C7lRmly1hoxmxi2dpkj33us262e81.jpg', 'https://wx1.sinaimg.cn/large/007C7lRmly1hoxmxkce71j33u425p4qp.jpg', 'https://wx3.sinaimg.cn/large/007C7lRmly1hoxmxmb3b7j33y8280b29.jpg']",,,新疆
5025351518920028,OaDvxBqvq,6341534190,西安有艘052C,王冰冰超话大家晚上好冰冰xhs视频截修截到图总共12张前6张是创意玩法（补了两张图）,,,,,8,48,87,2024-04-20 21:43,王冰冰超话,"['https://wx1.sinaimg.cn/large/006VaqJwly1hoxmo5vcmmj320x3uib2a.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hoxmo9bqvqj322v3y8e82.jpg', 'https://wx2.sinaimg.cn/large/006VaqJwly1hoxmobta4oj322o3xue82.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hoxmoekdtej322k3xme82.jpg', 'https://wx1.sinaimg.cn/large/006VaqJwly1hoxnqsc3qwj322v3y8b2a.jpg', 'https://wx2.sinaimg.cn/large/006VaqJwly1hoxnqv0b0cj32803y8e82.jpg', 'https://wx4.sinaimg.cn/large/006VaqJwly1hoxnqyua0lj324k3y8e83.jpg', 'https://wx1.sinaimg.cn/large/006VaqJwly1hoxnr3fvexj32443y8u0z.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hoxnr72rj3j324k3y8qv7.jpg']",,,陕西
5025336209702981,OaD6QEIbH,2313908765,evol_y,王冰冰超话,,,,,0,2,4,2024-04-20 20:43,王冰冰超话,['https://wx3.sinaimg.cn/large/89eb721dly1hoxkzpcvdqj20u01hdqff.jpg'],,,陕西
5025335615691618,OaD5TnSEi,3844400647,sym诗宇末,王冰冰超话搬运冰冰姐xhs更新啦虽然只是38s的短视频，但是也算是更新啦希望大家平常多给冰冰姐时间，等她空闲下来会更新社交媒体哒Lsym诗宇末的微博视频,,,,,9,24,67,2024-04-20 20:40,王冰冰超话,,"http://f.video.weibocdn.com/o0/N7geYxNOlx08eeGhEThC01041200axR20E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198084&ssig=k7yGcYbD%2FL&KID=unistore,video",,江苏
5026798895367892,Obfa1mwqU,6341534190,西安有艘052C,王冰冰超话大家晚上好冰冰最新xhs配图前四张原图去水印，后七张自己调了调色所有图片调整画幅并提高清晰度（补了三张图p6~p8，没用滤镜，个人感觉能自然一点）,,,,,15,37,161,2024-04-24 21:35,王冰冰超话,"['https://wx3.sinaimg.cn/large/006VaqJwly1hp28z97dg3j31yp3y8hdt.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hp28zbaw00j32803y8hdt.jpg', 'https://wx2.sinaimg.cn/large/006VaqJwly1hp28zd1gchj32803y8u0x.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hp28zfa2ofj32803y8npd.jpg', 'https://wx2.sinaimg.cn/large/006VaqJwly1hp2cz77t53j31yp3y8e81.jpg', 'https://wx2.sinaimg.cn/large/006VaqJwly1hp2cza0akyj32003k0u0x.jpg', 'https://wx4.sinaimg.cn/large/006VaqJwly1hp2czcshalj32003k04qq.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hp2czgemjxj32003k01ky.jpg', 'https://wx3.sinaimg.cn/large/006VaqJwly1hp2czj7d63j32803y8x6p.jpg']",,,陕西
5026798354040238,Obf99gX38,5718597752,拥有彼此不孤单,王冰冰超话仙女下凡无水印版,,,,,1,6,19,2024-04-24 21:33,王冰冰超话,"['https://wx2.sinaimg.cn/large/006f0EvCgy1hp28xdqvi7j31hb1z44cz.jpg', 'https://wx2.sinaimg.cn/large/006f0EvCgy1hp28xe7ki2j31hc1z4k1y.jpg', 'https://wx4.sinaimg.cn/large/006f0EvCgy1hp28xes545j31hc1z4qct.jpg', 'https://wx1.sinaimg.cn/large/006f0EvCgy1hp28xfxbkuj318g1n9129.jpg', 'https://wx3.sinaimg.cn/large/006f0EvCgy1hp28xgd5i5j30tg13an1q.jpg']",,,广西
5026794709189065,Obf3gCyuJ,7714804094,吃花椒的DX3906,王冰冰超话没画完，感觉有那么点意思，画完了大概率就彻底毁了。,,,,,0,2,9,2024-04-24 21:18,王冰冰超话,['https://wx4.sinaimg.cn/large/008q6wY6gy1hp28h0vxbpj32dc3iw7wl.jpg'],,,四川
5026790952929654,ObeXdci8u,5420376009,羽星幻,王冰冰超话无水印版,,,,,15,28,331,2024-04-24 21:03,王冰冰超话,"['https://wx4.sinaimg.cn/large/005UPlpvgy1hp282rb5frj318g1n94qq.jpg', 'https://wx1.sinaimg.cn/large/005UPlpvgy1hp282ryk6rj31hc1z4b2a.jpg', 'https://wx1.sinaimg.cn/large/005UPlpvgy1hp282t01czj31hc1z4kjm.jpg', 'https://wx2.sinaimg.cn/large/005UPlpvgy1hp282ubvjwj30tg13ae7h.jpg']",,,广东
5026786284409935,ObePGivdZ,3844400647,sym诗宇末,王冰冰超话搬运冰冰姐xhs更新了再次分享她自己的穿搭经验，大家可以学起来～,,,,,3,10,25,2024-04-24 20:45,王冰冰超话,"['https://wx1.sinaimg.cn/large/e524e607ly1hp27jf7ozdj20wo1uotou.jpg', 'https://wx4.sinaimg.cn/large/e524e607ly1hp27jg6fogj21401hcwua.jpg', 'https://wx2.sinaimg.cn/large/e524e607ly1hp27jgxftpj21401hcqf8.jpg', 'https://wx1.sinaimg.cn/large/e524e607ly1hp27jhypeej21401hc16k.jpg', 'https://wx3.sinaimg.cn/large/e524e607ly1hp27jioedij20tg13a7f5.jpg', 'https://wx1.sinaimg.cn/large/e524e607ly1hp27jjktvoj20zk1bgwtm.jpg']",,,江苏
5026784825055118,ObeNkld4a,6296575654,哎哟哥哥在三年二班,王冰冰超话大家晚上好冰冰更新啦。,,,,,10,20,100,2024-04-24 20:39,王冰冰超话,"['https://wx1.sinaimg.cn/large/006S7MXQgy1hp27de5wptj31901o0hdt.jpg', 'https://wx1.sinaimg.cn/large/006S7MXQgy1hp27dfjxz7j31901o0b29.jpg', 'https://wx2.sinaimg.cn/large/006S7MXQgy1hp27dgtqi9j31901o0b29.jpg', 'https://wx2.sinaimg.cn/large/006S7MXQgy1hp27di5k9zj31901o04qp.jpg']",,,浙江
5026769620960184,ObeoO41MQ,5420376009,羽星幻,王冰冰超话几张路拍来源:小🍠智燕님,,,,,4,12,45,2024-04-24 19:38,王冰冰超话,"['https://wx3.sinaimg.cn/large/005UPlpvgy1hp25mlibpyj31401hc7wi.jpg', 'https://wx2.sinaimg.cn/large/005UPlpvgy1hp25mm2ej1j31401hc7wi.jpg', 'https://wx3.sinaimg.cn/large/005UPlpvgy1hp25mmn8krj31401hcu0x.jpg']",,,广东
5026768394129223,ObemPhkcn,5420376009,羽星幻,王冰冰超话一张壁纸来源：小🍠徐梦桃,,,,,1,17,29,2024-04-24 19:34,王冰冰超话,['https://wx1.sinaimg.cn/large/005UPlpvgy1hp25hk983lj31hc1z47wk.jpg'],,,广东
5025023278454212,OauY7ztkg,7817780333,问天领航员,王冰冰超话两年了，一切都在变，连我自己也在变，唯独爱你的心永不变！这条文案先留着，等到1000天的时候，我再来个与众不同的，我自己先走波期待，无限憧憬着那一天！,,,,,0,9,20,2024-04-19 23:59,王冰冰超话,"['https://wx4.sinaimg.cn/large/008x4BNbly1howkw6ofsjj30u01uoatz.jpg', 'https://wx1.sinaimg.cn/large/008x4BNbly1howkw74dyyj30qo1400yr.jpg', 'https://wx4.sinaimg.cn/large/008x4BNbly1howkw7uaxrj310p0p0ak5.jpg', 'https://wx2.sinaimg.cn/large/008x4BNbly1howkw8kr2jj30qo19njxv.jpg']",,,辽宁
5025020057225729,OauSVujK1,6599382770,哎布白克雷74375,王冰冰超话今天报了运动会5千米这周日选拔，祝我成功吧,,,,,0,5,3,2024-04-19 23:46,王冰冰超话,,,,辽宁
5025012484933141,OauGIkHkN,6870890379,刘子微_,终于找到了我和美女的一些共同点！四舍五入我就是美女了！！#王冰冰#微博VC计划#L刘子微_的微博视频,,,,王冰冰,0,1,0,2024-04-19 23:16,微博视频号,,"http://f.video.weibocdn.com/u0/WhGLYTscgx08edgd3SDe010412005LlF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198102&ssig=2W2wkZuc7e&KID=unistore,video",,浙江
5025008531277332,OauAl5mi8,7756518066,冰糖葫芦妹咬下来,王冰冰超话不知道该说啥废话了，冰冰真好看对吧晚安～,,,,,0,18,32,2024-04-19 23:00,王冰冰超话,['https://wx1.sinaimg.cn/large/008sVyG6gy1howjc1bbxxj32yo1o0hdt.jpg'],,,广东
5025003122721839,OaurCbq4D,6296575654,哎哟哥哥在三年二班,王冰冰超话大家周末愉快，晚安，图源：三姨妈,,,,,44,52,502,2024-04-19 22:39,王冰冰超话,"['https://wx3.sinaimg.cn/large/006S7MXQgy1howipu9aqaj31061o0npd.jpg', 'https://wx1.sinaimg.cn/large/006S7MXQgy1howipvrt1kj313y1o0e81.jpg', 'https://wx2.sinaimg.cn/large/006S7MXQgy1howipxgvasj313y1o0u0x.jpg', 'https://wx3.sinaimg.cn/large/006S7MXQgy1hoxm77hm9mj31401o0ncd.jpg', 'https://wx1.sinaimg.cn/large/006S7MXQgy1hoxmlz9dkuj30xq1o0nf9.jpg', 'https://wx3.sinaimg.cn/large/006S7MXQgy1hoxmm0fbf3j30xq1o04qp.jpg']",,,浙江
5024996833625006,Oauhtfd1Q,6618409006,十三香啊十三香,王冰冰给画的妆，小玉给拍的照喜欢喜欢,,,,,0,1,1,2024-04-19 22:14,Redmi K50 至尊版,"['https://wx2.sinaimg.cn/large/007dUawmly1howi0ke3ayj30u01hc0um.jpg', 'https://wx1.sinaimg.cn/large/007dUawmly1howi0kq8qaj30l20ly0u3.jpg']",,,山东
5024980121420902,OatQw5XDM,7491881878,吃花椒的喵酱宝,王冰冰超话谷雨春光晓，山川黛色青。叶间鸣戴胜，泽水长浮萍。暖屋生蚕蚁，喧风引麦葶。鸣鸠徒拂羽，信矣不堪听。,,,,,8,10,20,2024-04-19 21:08,王冰冰超话,"['https://wx4.sinaimg.cn/large/008b1aIuly1howg3pw1c7j31bf0qojw9.jpg', 'https://wx2.sinaimg.cn/large/008b1aIuly1howg3qivd6j31bf0qoq6j.jpg', 'https://wx2.sinaimg.cn/large/008b1aIuly1howg3r8g7nj31bf0qoq64.jpg', 'https://wx3.sinaimg.cn/large/008b1aIuly1howg3s3nm6j31bf0qon1z.jpg', 'https://wx4.sinaimg.cn/large/008b1aIuly1howg3svkkrj31bf0qoadx.jpg', 'https://wx2.sinaimg.cn/large/008b1aIuly1howg3tg46xj31bf0qo77z.jpg', 'https://wx2.sinaimg.cn/large/008b1aIuly1howg3u0uomj31bf0qogp7.jpg', 'https://wx2.sinaimg.cn/large/008b1aIuly1howg3umd2rj31bf0qojuu.jpg', 'https://wx3.sinaimg.cn/large/008b1aIuly1howg3v8czkj31bf0qowhl.jpg']",,,陕西
5024975803127791,OatJyd7Gf,2719690694,吃花蜜的喵酱,王冰冰超话谷雨篇壁纸上新啦谷雨过后再无寒，人间芳菲已向暖，在最后一抹春色中，开启下一个美好时节的序章,,,,,34,107,530,2024-04-19 20:50,王冰冰超话,"['https://wx1.sinaimg.cn/large/a21b2fc6ly1howflskbapj22yo1o0qv5.jpg', 'https://wx4.sinaimg.cn/large/a21b2fc6ly1howfls516zj22yo1o0hdt.jpg', 'https://wx2.sinaimg.cn/large/a21b2fc6ly1howflsdjnlj22yo1o0e81.jpg', 'https://wx3.sinaimg.cn/large/a21b2fc6ly1howflqqacij2280190u0g.jpg', 'https://wx3.sinaimg.cn/large/a21b2fc6ly1howflvgiz4j22yo1o0kjl.jpg', 'https://wx2.sinaimg.cn/large/a21b2fc6ly1howfly9phhj22yo1o0npd.jpg', 'https://wx2.sinaimg.cn/large/a21b2fc6ly1howfly6csbj22yo1o0kjl.jpg', 'https://wx2.sinaimg.cn/large/a21b2fc6ly1howflxwn93j22yo1o0hdt.jpg', 'https://wx4.sinaimg.cn/large/a21b2fc6ly1howfm1a4ukj22yo1o0hdt.jpg']",,,江苏
5024963253766802,OatpjfNUS,3844400647,sym诗宇末,王冰冰超话再来一些官方发的图，画面在节目中都出现了，不过有一个好处，没有水印,,,,,6,17,56,2024-04-19 20:01,王冰冰超话,"['https://wx1.sinaimg.cn/large/e524e607ly1howe3s2dnfj20zk1hc4b7.jpg', 'https://wx4.sinaimg.cn/large/e524e607ly1howe3t57foj20zk1hck7d.jpg', 'https://wx2.sinaimg.cn/large/e524e607ly1howe3tsh4rj20zk0npjxj.jpg', 'https://wx3.sinaimg.cn/large/e524e607ly1howe3us35xj20zk1hc4c0.jpg', 'https://wx4.sinaimg.cn/large/e524e607ly1howe3w4pi8j20zk1mxqmj.jpg']",,,江苏
5024962997911882,OatoTxcf0,7211561239,央视频,【落花≠伤感！#王冰冰用押花留住滨江春色#】花谢总会让人伤感，怎样才能长久地记录下鲜花盛开时的样子？王冰冰制作押花团扇，记录下滨江的灿烂春色！关注#国之大雅二十四节气#之谷雨篇→O网页链接学习押花新技能！（央视频号：国之大雅）L央视频的微博视频,,,,"王冰冰用押花留住滨江春色,国之大雅二十四节气",14,4,63,2024-04-19 20:00,微博视频号,,"http://f.video.weibocdn.com/o0/73muU9Hclx08ecZhYSLC01041201s6Bz0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198102&ssig=N8cUbVHIza&KID=unistore,video",,
5008479338890666,O3yAlBiRQ,7817780333,问天领航员,王冰冰超话微雨众卉新，一雷惊蛰始。早安冰冰！早安各位！周二愉快！,,,,,0,8,26,2024-03-05 08:19,王冰冰超话,['https://wx2.sinaimg.cn/large/008x4BNbly1hnfsz753lnj30qo1bfn1a.jpg'],,,辽宁
5008477922264609,O3yy49v7X,3844400647,sym诗宇末,王冰冰超话大家早上好，ysp放图两张，搬运过来,,,,,0,6,21,2024-03-05 08:14,王冰冰超话,"['https://wx1.sinaimg.cn/large/e524e607ly1hnfsu637r8j21hc0u0qf0.jpg', 'https://wx1.sinaimg.cn/large/e524e607ly1hnfsu6fdpnj20vc0d8gpa.jpg']",,,江苏
5008473736089185,O3yrjpy4F,7819978978,我先反思行了吧,王冰冰超话,,,,,0,8,18,2024-03-05 07:57,王冰冰超话,"['https://wx1.sinaimg.cn/large/008xdPLcly1hnfsdeesicj30d40g041b.jpg', 'https://wx1.sinaimg.cn/large/008xdPLcly1hnfsden3lgj30u00u0acc.jpg', 'https://wx4.sinaimg.cn/large/008xdPLcly1hnfsdeumvej30hr0fxwfg.jpg', 'https://wx1.sinaimg.cn/large/008xdPLcly1hnfsdffwkhj30jw0jhdhc.jpg', 'https://wx3.sinaimg.cn/large/008xdPLcly1hnfsdg3vpjj315z0lxgnt.jpg']",,,安徽
5008472149591854,O3yoKEfhk,5231618883,大杯冰汽水去糖加盐,央视王冰冰超话🧊🧊工作记录来了，时隔三月再度更新，12月1月比较平淡，2月节目丰富多彩。希望能看到新节目的出现。ps以后还会不定期更新这个系列,,,,,3,4,18,2024-03-05 07:51,央视王冰冰超话,['https://wx3.sinaimg.cn/large/005I3l3Jgy1hnfs5vy5p8j30u02uj4cy.jpg'],,,浙江
5008465922359975,O3yeI9TW7,6509619866,十六鹤井香,雪豹吃雪糕，惬意又逍遥总台豹豹给月亮姐姐、王冰冰、孙雨朦、孙雨彤分享年份原浆古20#马迭尔冰棍#，吃了古20，天天好心情！春晚等着你，咱们“吃酒”去！#过龙年喝古井看春晚##带上古井过龙年#古井贡酒年份原浆官方微博,,,,"马迭尔冰棍,过龙年喝古井看春晚,带上古井过龙年",0,1,0,2024-03-05 07:26,iPhone客户端,,,,四川
5008461715474245,O3y7VmY6h,7418308592,糕冷小宝y, 王冰冰 终于要回来了..美女请狠狠搞事业.. 明星娱乐综艺搞笑吐槽#优质博文上热搜开放计划#L糕冷小宝y的微博视频,,,,优质博文上热搜开放计划,0,1,1,2024-03-05 07:09,微博视频号,,"http://f.video.weibocdn.com/u0/fs16eVqUgx08d2pJOxhK0104120037Dh0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1714198108&ssig=M2VM1anIKN&KID=unistore,video",,广西
